time,state,x,y,z,qw,qx,qy,qz,Vx,Vy,Vz,wr,wp,wy,LF_HAA,LF_HFE,LF_KFE,RF_HAA,RF_HFE,RF_KFE,LH_HAA,LH_HFE,LH_KFE,RH_HAA,RH_HFE,RH_KFE,w_LF_HAA,w_LF_HFE,w_LF_KFE,w_RF_HAA,w_RF_HFE,w_RF_KFE,w_LH_HAA,w_LH_HFE,w_LH_KFE,w_RH_HAA,w_RH_HFE,w_RH_KFE,tau_LF_HAA,tau_LF_HFE,tau_LF_KFE,tau_RF_HAA,tau_RF_HFE,tau_RF_KFE,tau_LH_HAA,tau_LH_HFE,tau_LH_KFE,tau_RH_HAA,tau_RH_HFE,tau_RH_KFE
2038,2,-0.0270568,1.00018,0.162059,0.999972,0.00134607,-0.00721509,0.00139427,-0.706228,-0.0103137,1.08183,0.00282916,-0.824153,-0.00384924,0.00547517,-1.03118,2.29275,0.00949588,-1.03295,2.29521,0.0161864,-0.83699,2.28083,0.0180771,-0.837287,2.28382,-0.00703173,6.90974,-7.94089,-0.10662,6.90131,-7.88432,-0.0666485,5.20604,-6.7734,-0.142435,5.20503,-6.72978,-0.328963,11.545,-21,-0.576095,11.5679,-21,-0.975229,0,-11.5034,-1.09317,0,-11.6213
2039,2,-0.027769,1.00017,0.163147,0.999969,0.00134671,-0.00764588,0.00139278,-0.718159,-0.0104318,1.09337,0.00219707,-0.899035,-0.00439638,0.00546852,-1.02426,2.28471,0.0093885,-1.02604,2.28723,0.0161204,-0.831796,2.27404,0.0179349,-0.832094,2.27708,-0.00626379,6.93413,-8.12718,-0.108145,6.92649,-8.07065,-0.0652386,5.18132,-6.80268,-0.141895,5.18115,-6.76006,-0.32851,11.4554,-21,-0.569753,11.4784,-21,-0.971183,0,-11.2332,-1.08462,0,-11.3528
2040,2,-0.028493,1.00016,0.164246,0.999965,0.00134702,-0.0081146,0.00139107,-0.729806,-0.01054,1.10418,0.00171746,-0.975891,-0.00494454,0.00546256,-1.01732,2.27649,0.00927972,-1.0191,2.27907,0.0160559,-0.82663,2.26723,0.0177933,-0.826928,2.2703,-0.0056602,6.9529,-8.31256,-0.109405,6.94599,-8.25605,-0.0639099,5.15049,-6.82571,-0.141257,5.15116,-6.78395,-0.328111,11.3654,-21,-0.56331,11.3885,-21,-0.967226,0,-10.9617,-1.07609,0,-11.083
2041,2,-0.0292285,1.00015,0.165355,0.999961,0.00134707,-0.00862222,0.00138913,-0.741174,-0.0106388,1.11427,0.00140369,-1.05465,-0.00549468,0.0054571,-1.01036,2.26809,0.00916983,-1.01215,2.27072,0.0159925,-0.821498,2.26039,0.0176526,-0.821795,2.26351,-0.00525416,6.96633,-8.49705,-0.110388,6.96007,-8.4405,-0.062734,5.11374,-6.84258,-0.140196,5.1152,-6.80171,-0.327754,11.2751,-21,-0.556783,11.2983,-21,-0.963351,0,-10.6891,-1.0676,0,-10.8122
2042,2,-0.0299752,1.00014,0.166474,0.999956,0.00134694,-0.00916967,0.00138698,-0.752267,-0.0107284,1.12365,0.00121205,-1.13522,-0.00604603,0.00545198,-1.00339,2.2595,0.00905906,-1.00518,2.26219,0.0159304,-0.816406,2.25355,0.017513,-0.8167,2.2567,-0.00498337,6.97466,-8.68062,-0.111146,6.969,-8.62402,-0.0616182,5.07127,-6.85342,-0.139076,5.0735,-6.81331,-0.327426,11.1847,-21,-0.55019,11.2079,-21,-0.959552,0,-10.4158,-1.05916,0,-10.5404
2043,2,-0.0307329,1.00013,0.167602,0.999951,0.00134668,-0.00975784,0.00138461,-0.76309,-0.0108092,1.13234,0.00115379,-1.21753,-0.00659931,0.00544706,-0.996412,2.25073,0.00894765,-0.998213,2.25347,0.0158692,-0.811358,2.24669,0.0173746,-0.811651,2.24989,-0.00486515,6.97815,-8.86327,-0.111672,6.97303,-8.80661,-0.0606262,5.02327,-6.85833,-0.137596,5.02622,-6.81902,-0.327119,11.094,-21,-0.543544,11.1174,-21,-0.955822,0,-10.1419,-1.05078,0,-10.2681
2044,2,-0.0315012,1.00012,0.168738,0.999944,0.00134636,-0.0103876,0.00138201,-0.773647,-0.0108816,1.14035,0.0011902,-1.30147,-0.00715394,0.0054422,-0.989434,2.24177,0.00883581,-0.99124,2.24457,0.0158091,-0.806362,2.23983,0.0172378,-0.806651,2.24307,-0.00485585,6.97707,-9.04501,-0.11201,6.97243,-8.98826,-0.0596756,4.96991,-6.85745,-0.13609,4.97358,-6.81884,-0.326824,11.0034,-21,-0.536859,11.0268,-21,-0.952154,0,-9.86762,-1.04248,0,-9.99549
2045,2,-0.03228,1.00011,0.169882,0.999937,0.00134603,-0.0110596,0.00137919,-0.783942,-0.010946,1.14769,0.0013309,-1.38698,-0.00771041,0.00543729,-0.98246,2.23264,0.00872373,-0.98427,2.2355,0.0157498,-0.801421,2.23298,0.0171026,-0.801706,2.23625,-0.00495864,6.97166,-9.22583,-0.112157,6.96745,-9.16897,-0.0588228,4.91138,-6.85087,-0.134282,4.91574,-6.81301,-0.326532,10.9126,-21,-0.530149,10.9361,-21,-0.948545,0,-9.5933,-1.03427,0,-9.72274
2046,2,-0.033069,1.0001,0.171033,0.999929,0.00134571,-0.0117748,0.00137615,-0.79398,-0.0110026,1.15438,0.0015421,-1.47396,-0.00826833,0.00543224,-0.975493,2.22332,0.00861157,-0.977307,2.22624,0.0156914,-0.796541,2.22613,0.0169692,-0.796822,2.22945,-0.00514731,6.96218,-9.40572,-0.112149,6.95835,-9.34875,-0.0579951,4.84786,-6.83874,-0.132477,4.85291,-6.80154,-0.326238,10.822,-21,-0.523424,10.8455,-21,-0.94499,0,-9.31914,-1.02616,0,-9.4501
2047,2,-0.0338679,1.00009,0.172191,0.99992,0.00134546,-0.0125339,0.00137289,-0.803763,-0.0110519,1.16042,0.00183238,-1.56232,-0.00882791,0.00542696,-0.968537,2.21383,0.0084995,-0.970355,2.2168,0.0156338,-0.791728,2.2193,0.0168378,-0.792003,2.22265,-0.00541269,6.94889,-9.5847,-0.111987,6.94539,-9.52759,-0.0572419,4.77954,-6.82117,-0.130414,4.78525,-6.78467,-0.325934,10.7314,-21,-0.516694,10.755,-21,-0.941486,0,-9.04534,-1.01815,0,-9.17781
2048,2,-0.0346764,1.00008,0.173354,0.999909,0.00134589,-0.0133367,0.0013694,-0.813288,-0.0111252,1.16603,0.00451269,-1.64944,-0.00938065,0.00542033,-0.961596,2.20415,0.00838873,-0.963417,2.20718,0.0155487,-0.786982,2.2125,0.0167032,-0.787251,2.21588,-0.00784454,6.93419,-9.76219,-0.109568,6.93029,-9.70314,-0.113016,4.71223,-6.77823,-0.1387,4.71746,-6.76004,-0.325618,10.641,-21,-0.50997,10.6646,-21,-0.938029,0,-8.77214,-1.01027,0,-8.90608
2049,2,-0.0354943,1.00006,0.174523,0.999898,0.00134709,-0.0141824,0.00136571,-0.822562,-0.0112162,1.17138,0.00520224,-1.73349,-0.00977995,0.00541222,-0.954669,2.1943,0.00827947,-0.956495,2.19739,0.0153843,-0.782305,2.20576,0.0165287,-0.782567,2.20915,-0.00836909,6.91913,-9.93553,-0.108953,6.91509,-9.87595,-0.215688,4.64042,-6.71142,-0.210343,4.65067,-6.70885,-0.32522,10.5507,-21,-0.503324,10.5744,-21,-0.932921,0,-8.50016,-1.00219,0,-8.63519
2050,2,-0.0363214,1.00005,0.175697,0.999885,0.00134826,-0.0150696,0.00136192,-0.831603,-0.0113171,1.17638,0.00460378,-1.81551,-0.0100496,0.00540419,-0.947758,2.18428,0.00817027,-0.949587,2.18743,0.0151022,-0.777705,2.19909,0.0162611,-0.777953,2.20247,-0.00769791,6.90329,-10.1057,-0.109446,6.89926,-10.0465,-0.348541,4.56095,-6.62696,-0.324801,4.57737,-6.63666,-0.324733,10.4607,-21,-0.496768,10.4844,-21,-0.92306,0,-8.23036,-0.991722,0,-8.36581
2051,2,-0.0371574,1.00004,0.176875,0.99987,0.00134889,-0.0159974,0.00135807,-0.840428,-0.0114222,1.18099,0.00326827,-1.89627,-0.0102146,0.00539715,-0.940863,2.17409,0.00806029,-0.942697,2.1773,0.0146786,-0.773188,2.19251,0.0158661,-0.773417,2.19588,-0.00637867,6.88639,-10.2733,-0.110509,6.8824,-10.2152,-0.49871,4.47362,-6.53027,-0.465273,4.49558,-6.54931,-0.324251,10.3709,-21,-0.490216,10.3946,-21,-0.906133,0,-7.9636,-0.975668,0,-8.0989
2052,2,-0.0380022,1.00003,0.178058,0.999854,0.00134847,-0.0169657,0.00135427,-0.84907,-0.0115168,1.1851,0.000656277,-1.97733,-0.0101466,0.0053919,-0.933986,2.16374,0.00794881,-0.935824,2.167,0.0141146,-0.768763,2.18606,0.0153259,-0.768967,2.18938,-0.00411837,6.86762,-10.4392,-0.112454,6.86373,-10.3832,-0.629319,4.37501,-6.37436,-0.615111,4.4032,-6.443,-0.323829,10.2812,-21,-0.483617,10.3051,-21,-0.880715,0,-7.70045,-0.951966,0,-7.83518
2053,2,-0.0388555,1.00002,0.179245,0.999837,0.00134706,-0.0179747,0.00135062,-0.857562,-0.0116065,1.18864,-0.000503868,-2.05932,-0.00990277,0.00538811,-0.927129,2.15322,0.00783621,-0.92897,2.15654,0.0134325,-0.76444,2.17978,0.0146488,-0.764615,2.18302,-0.00346166,6.84716,-10.6048,-0.112743,6.84279,-10.5502,-0.734927,4.27208,-6.19344,-0.739098,4.30077,-6.28014,-0.323514,10.1918,-21,-0.476929,10.2157,-21,-0.846874,0,-7.44236,-0.919554,0,-7.57533
2054,2,-0.0397172,1.00001,0.180435,0.999817,0.00134528,-0.0190247,0.00134717,-0.865914,-0.0116873,1.19169,-0.000588051,-2.14158,-0.00959123,0.00538441,-0.920292,2.14253,0.00772392,-0.922139,2.1459,0.0126572,-0.760219,2.17368,0.0138619,-0.760367,2.17683,-0.00393645,6.82557,-10.7698,-0.111845,6.82036,-10.7158,-0.81566,4.1686,-6.00597,-0.834648,4.19576,-6.09863,-0.323287,10.1027,-21,-0.470173,10.1266,-21,-0.805947,0,-7.191,-0.878928,0,-7.32087
2055,2,-0.0405872,0.999996,0.181628,0.999796,0.0013436,-0.0201158,0.00134393,-0.874133,-0.0117591,1.19428,0.000111388,-2.22368,-0.00925389,0.00537984,-0.913478,2.13168,0.00761295,-0.91533,2.1351,0.0118126,-0.756102,2.16776,0.0129928,-0.756224,2.17083,-0.00520644,6.80323,-10.9338,-0.110097,6.79698,-10.8799,-0.87355,4.066,-5.81886,-0.903576,4.09099,-5.91272,-0.323065,10.0138,-21,-0.463435,10.0378,-21,-0.759429,0,-6.94702,-0.831715,0,-7.0733
2056,2,-0.0414654,0.999984,0.182824,0.999772,0.00134236,-0.0212479,0.0013409,-0.882217,-0.0118231,1.19644,0.00136849,-2.30528,-0.00890772,0.00537373,-0.906686,2.12066,0.00750402,-0.908545,2.12414,0.0109202,-0.752087,2.16204,0.0120665,-0.752184,2.16501,-0.00702357,6.78046,-11.0966,-0.107747,6.77301,-11.0424,-0.911189,3.96482,-5.63471,-0.948998,3.98749,-5.72784,-0.322791,9.92521,-21,-0.456777,9.94929,-21,-0.708753,0,-6.71052,-0.779569,0,-6.83307
2057,2,-0.0423516,0.999972,0.184021,0.999747,0.00134178,-0.0224204,0.00133808,-0.890169,-0.0118808,1.19821,0.00300898,-2.38613,-0.00856035,0.00536562,-0.899917,2.10948,0.00739766,-0.901784,2.11302,0.00999897,-0.748172,2.15649,0.0111049,-0.748248,2.15937,-0.00920068,6.75752,-11.2581,-0.104984,6.7488,-11.2033,-0.931229,3.86527,-5.45449,-0.974229,3.88564,-5.54605,-0.322424,9.83692,-21,-0.450241,9.86109,-21,-0.655211,0,-6.48145,-0.723991,0,-6.60026
2058,2,-0.0432457,0.99996,0.18522,0.999719,0.00134204,-0.0236331,0.00133547,-0.897986,-0.0119332,1.19959,0.00489883,-2.466,-0.00821586,0.00535522,-0.893171,2.09815,0.00729419,-0.895048,2.10174,0.00906526,-0.744355,2.15113,0.0101266,-0.744412,2.15391,-0.0115959,6.73465,-11.4181,-0.101952,6.7246,-11.3626,-0.936196,3.76744,-5.27855,-0.982401,3.7856,-5.36815,-0.321937,9.74892,-21,-0.443859,9.77319,-21,-0.599938,0,-6.25966,-0.666295,0,-6.37478
2059,2,-0.0441475,0.999948,0.18642,0.999689,0.00134323,-0.0248855,0.00133306,-0.90567,-0.0119815,1.20062,0.00693529,-2.54471,-0.00787692,0.00534237,-0.886448,2.08665,0.00719383,-0.888335,2.0903,0.00813295,-0.740636,2.14593,0.00914722,-0.740676,2.14863,-0.0141009,6.71208,-11.5767,-0.0987596,6.70067,-11.5202,-0.928423,3.67138,-5.10704,-0.97635,3.68742,-5.19448,-0.321313,9.66122,-21,-0.437651,9.68562,-21,-0.543916,0,-6.045,-0.607596,0,-6.1565
2060,2,-0.0450569,0.999936,0.187621,0.999656,0.0013454,-0.0261767,0.00133084,-0.913219,-0.0120265,1.2013,0.00903998,-2.62208,-0.00754559,0.005327,-0.879747,2.07499,0.00709671,-0.881646,2.0787,0.00721372,-0.737012,2.14091,0.00817975,-0.737036,2.14352,-0.0166339,6.69,-11.7337,-0.0954916,6.67723,-11.6761,-0.910036,3.57711,-4.93999,-0.958597,3.59114,-5.02518,-0.320542,9.57382,-21,-0.43163,9.59835,-21,-0.487977,0,-5.83729,-0.548833,0,-5.94524
2061,2,-0.0459739,0.999924,0.188822,0.99962,0.00134858,-0.0275063,0.00132881,-0.920633,-0.0120688,1.20167,0.0111535,-2.69798,-0.0072236,0.00530912,-0.873067,2.06318,0.00700286,-0.87498,2.06694,0.00631723,-0.733481,2.13605,0.00723476,-0.733492,2.13858,-0.0191331,6.66857,-11.889,-0.0922116,6.65445,-11.8304,-0.882949,3.48465,-4.77741,-0.931368,3.49677,-4.8603,-0.31962,9.48671,-21,-0.425803,9.5114,-21,-0.432823,0,-5.63635,-0.490785,0,-5.74085
2062,2,-0.0468981,0.999912,0.190024,0.999581,0.00135276,-0.0288733,0.00132695,-0.927911,-0.012109,1.20172,0.0132313,-2.77229,-0.00691249,0.00528878,-0.866409,2.05122,0.00691227,-0.868337,2.05504,0.00545132,-0.730041,2.13135,0.00632077,-0.730042,2.1338,-0.0215527,6.64796,-12.0426,-0.0889678,6.63251,-11.9829,-0.848877,3.39404,-4.61929,-0.896611,3.40433,-4.69987,-0.318547,9.39988,-21,-0.420171,9.42474,-21,-0.379034,0,-5.442,-0.434086,0,-5.54314
2063,2,-0.0478296,0.9999,0.191226,0.99954,0.00135791,-0.030277,0.00132526,-0.935053,-0.0121473,1.20149,0.0152402,-2.8449,-0.0066136,0.00526607,-0.859771,2.0391,0.00682489,-0.861715,2.04298,0.00462221,-0.726692,2.12681,0.00544446,-0.726683,2.12918,-0.0238588,6.62831,-12.1946,-0.085796,6.61155,-12.1337,-0.809342,3.30527,-4.46559,-0.856028,3.31384,-4.54387,-0.317327,9.31332,-21,-0.414736,9.33838,-21,-0.327079,0,-5.25407,-0.379246,0,-5.35194
2064,2,-0.0487682,0.999888,0.192427,0.999495,0.001364,-0.0317165,0.00132374,-0.942059,-0.0121841,1.20097,0.0171563,-2.91573,-0.00632816,0.00524113,-0.853152,2.02683,0.00674063,-0.855113,2.03077,0.00383469,-0.72343,2.12242,0.00461089,-0.723413,2.12471,-0.0260274,6.60974,-12.3449,-0.0827227,6.59171,-12.2829,-0.76569,3.21838,-4.31629,-0.811099,3.22531,-4.3923,-0.315964,9.22702,-21,-0.409493,9.25229,-21,-0.277332,0,-5.07237,-0.326667,0,-5.16706
2065,2,-0.0497137,0.999876,0.193628,0.999447,0.00137097,-0.0331908,0.00132237,-0.948927,-0.0122195,1.20018,0.0189621,-2.98471,-0.00605722,0.00521409,-0.846551,2.01441,0.00665938,-0.848531,2.01842,0.0030923,-0.720254,2.11817,0.00382379,-0.720231,2.12039,-0.0280417,6.59236,-12.4935,-0.0797671,6.5731,-12.4303,-0.7191,3.13337,-4.17133,-0.763101,3.13873,-4.2451,-0.314468,9.14097,-21,-0.404438,9.16647,-21,-0.230081,0,-4.89673,-0.276654,0,-4.98834
2066,2,-0.050666,0.999864,0.194827,0.999396,0.00137877,-0.0346991,0.00132114,-0.955657,-0.0122539,1.19913,0.020646,-3.05179,-0.00580171,0.00518513,-0.839967,2.00184,0.00658103,-0.841966,2.00591,0.00239745,-0.717162,2.11407,0.00308567,-0.717135,2.11622,-0.0298909,6.57626,-12.6405,-0.0769424,6.5558,-12.5762,-0.6706,3.05026,-4.03067,-0.713135,3.05413,-4.10225,-0.312846,9.05516,-21,-0.399563,9.0809,-21,-0.185538,0,-4.72698,-0.229428,0,-4.81559
2067,2,-0.0516249,0.999851,0.196026,0.999341,0.00138734,-0.0362403,0.00132006,-0.96225,-0.0122871,1.19783,0.0222002,-3.11692,-0.00556245,0.0051544,-0.833398,1.98913,0.00650543,-0.835418,1.99326,0.00175161,-0.714153,2.11011,0.00239804,-0.714122,2.11218,-0.0315683,6.56153,-12.7858,-0.0742575,6.53992,-12.7203,-0.621078,2.96904,-3.89424,-0.662139,2.9715,-3.96368,-0.311108,8.96956,-21,-0.394862,8.99556,-21,-0.143847,0,-4.56294,-0.18514,0,-4.64864
2068,2,-0.0525904,0.999839,0.197223,0.999283,0.00139661,-0.0378135,0.0013191,-0.968703,-0.0123194,1.19627,0.0236201,-3.18006,-0.00534012,0.00512208,-0.826843,1.97627,0.00643244,-0.828886,1.98047,0.00115542,-0.711223,2.10628,0.00176151,-0.711191,2.10829,-0.0330708,6.54823,-12.9294,-0.0717179,6.52552,-12.8629,-0.571293,2.88972,-3.76197,-0.610907,2.89085,-3.82933,-0.309264,8.88417,-21,-0.390326,8.91044,-21,-0.105096,0,-4.40444,-0.143882,0,-4.48733
2069,2,-0.0535623,0.999827,0.198418,0.999221,0.00140651,-0.0394176,0.00131826,-0.975018,-0.0123508,1.19448,0.0249037,-3.24118,-0.00513529,0.00508834,-0.8203,1.96327,0.00636192,-0.822366,1.96754,0.000608831,-0.708372,2.10259,0.00117601,-0.708339,2.10452,-0.0343979,6.53644,-13.0715,-0.0693265,6.51265,-13.0039,-0.521888,2.81229,-3.63381,-0.560107,2.81216,-3.69914,-0.307325,8.79896,-21,-0.385946,8.82551,-21,-0.0693253,0,-4.25132,-0.105691,0,-4.33147
2070,2,-0.0545404,0.999814,0.199612,0.999155,0.00141699,-0.0410517,0.00131754,-0.981192,-0.0123812,1.19245,0.0260505,-3.30028,-0.00494844,0.00505337,-0.813769,1.95013,0.00629371,-0.815859,1.95446,0.000111186,-0.705598,2.09901,0.000640806,-0.705566,2.10089,-0.035551,6.5262,-13.2119,-0.0670839,6.50138,-13.1434,-0.473403,2.73676,-3.50967,-0.510292,2.73544,-3.57303,-0.305301,8.71391,-21,-0.381715,8.74076,-21,-0.0365299,0,-4.1034,-0.0705604,0,-4.1809
2071,2,-0.0555246,0.999802,0.200803,0.999085,0.00142796,-0.0427147,0.00131692,-0.987226,-0.0124107,1.19019,0.0270616,-3.35734,-0.00477995,0.00501733,-0.807247,1.93685,0.00622767,-0.809363,1.94125,-0.000338657,-0.702898,2.09556,0.000154703,-0.702867,2.09737,-0.0365329,6.51755,-13.3509,-0.0649896,6.49175,-13.2814,-0.426281,2.66311,-3.38947,-0.461914,2.66067,-3.45092,-0.303202,8.629,-21,-0.377623,8.65617,-21,-0.00667113,0,-3.96053,-0.0384484,0,-4.03545
2072,2,-0.0565147,0.999789,0.201992,0.999012,0.00143936,-0.0444055,0.0013164,-0.993119,-0.0124392,1.1877,0.027939,-3.41236,-0.00463007,0.00498039,-0.800733,1.92343,0.00616366,-0.802875,1.9279,-0.000742239,-0.70027,2.09223,-0.000283921,-0.700243,2.09398,-0.0373478,6.51053,-13.4883,-0.0630417,6.48379,-13.4179,-0.380883,2.59134,-3.27313,-0.415335,2.58784,-3.33272,-0.30104,8.54421,-21,-0.37366,8.57172,-21,0.0203194,0,-3.82255,-0.00928219,0,-3.89497
2073,2,-0.0575107,0.999777,0.203178,0.998934,0.00145114,-0.0461232,0.00131596,-0.99887,-0.0124668,1.18499,0.0286855,-3.46533,-0.00449902,0.00494271,-0.794225,1.90987,0.00610152,-0.796394,1.91442,-0.00110143,-0.697714,2.08902,-0.000677007,-0.697691,2.09071,-0.0380002,6.50518,-13.6243,-0.0612374,6.47753,-13.553,-0.337491,2.52143,-3.16056,-0.370838,2.51694,-3.21836,-0.298823,8.45953,-21,-0.36982,8.48738,-21,0.0445343,0,-3.6893,0.0170353,0,-3.7593
2074,2,-0.0585124,0.999765,0.204362,0.998852,0.00146322,-0.0478667,0.00131561,-1.00448,-0.0124933,1.18205,0.0293042,-3.51625,-0.00438689,0.00490446,-0.787722,1.89618,0.00604111,-0.789919,1.9008,-0.00141833,-0.695227,2.08591,-0.00102674,-0.695208,2.08754,-0.0384957,6.50151,-13.7589,-0.0595733,6.47299,-13.6867,-0.296323,2.45338,-3.05167,-0.328637,2.44795,-3.10773,-0.296563,8.37493,-21,-0.366091,8.40313,-21,0.0660855,0,-3.56062,0.0406204,0,-3.62828
2075,2,-0.0595196,0.999752,0.205542,0.998765,0.00147554,-0.0496349,0.00131532,-1.00994,-0.0125187,1.17889,0.0297988,-3.56514,-0.00429371,0.0048658,-0.781221,1.88235,0.0059823,-0.783448,1.88704,-0.00169526,-0.692806,2.08291,-0.00133551,-0.692794,2.08449,-0.0388397,6.49955,-13.892,-0.0580457,6.4702,-13.819,-0.257537,2.38715,-2.94638,-0.288887,2.38085,-3.00075,-0.294268,8.29039,-21,-0.362467,8.31895,-21,0.0850999,0,-3.43638,0.0616047,0,-3.50176
2076,2,-0.0605322,0.99974,0.206719,0.998675,0.00148805,-0.0514269,0.0013151,-1.01527,-0.012543,1.17551,0.0301731,-3.612,-0.00421944,0.00482686,-0.774722,1.8684,0.00592496,-0.776978,1.87316,-0.00193465,-0.690451,2.08001,-0.00160579,-0.690446,2.08154,-0.0390383,6.49932,-14.0239,-0.0566505,6.46916,-13.95,-0.22124,2.32274,-2.84459,-0.251688,2.31563,-2.89733,-0.291948,8.20588,-21,-0.358938,8.23482,-21,0.101716,0,-3.31642,0.0801304,0,-3.37959
2077,2,-0.0615501,0.999727,0.207893,0.99858,0.00150068,-0.0532417,0.00131493,-1.02044,-0.0125661,1.17192,0.030431,-3.65684,-0.00416396,0.00478779,-0.768222,1.85431,0.00586894,-0.770508,1.85915,-0.00213902,-0.68816,2.07722,-0.00184019,-0.688162,2.07869,-0.0390974,6.50082,-14.1544,-0.0553832,6.46988,-14.0797,-0.187493,2.26014,-2.74621,-0.217095,2.25227,-2.79737,-0.289611,8.12139,-21,-0.355497,8.15071,-21,0.116079,0,-3.2006,0.0963477,0,-3.26163
2078,2,-0.062573,0.999714,0.209063,0.99848,0.00151338,-0.0550781,0.0013148,-1.02548,-0.0125879,1.1681,0.0305765,-3.69967,-0.00412711,0.00474873,-0.76172,1.84009,0.00581413,-0.764037,1.845,-0.00231092,-0.68593,2.07452,-0.0020413,-0.68594,2.07594,-0.0390232,6.50406,-14.2836,-0.0542395,6.47238,-14.2082,-0.156319,2.19931,-2.65114,-0.185126,2.19074,-2.70078,-0.287267,8.03689,-21,-0.352136,8.06661,-21,0.128341,0,-3.08878,0.110411,0,-3.14773
2079,2,-0.063601,0.999702,0.210229,0.998376,0.00152609,-0.0569353,0.00131472,-1.03036,-0.0126084,1.16406,0.0306136,-3.74051,-0.00410865,0.00470981,-0.755213,1.82574,0.0057604,-0.757563,1.83073,-0.00245294,-0.683761,2.07192,-0.00221174,-0.683779,2.07329,-0.0388216,6.50905,-14.4116,-0.0532147,6.47666,-14.3354,-0.127708,2.14025,-2.5593,-0.155764,2.13104,-2.60746,-0.284924,7.95235,-21,-0.348848,7.98248,-21,0.138655,0,-2.98084,0.122478,0,-3.03777
2080,2,-0.0646337,0.999689,0.211391,0.998267,0.00153877,-0.0588121,0.00131466,-1.0351,-0.0126275,1.15981,0.0305464,-3.77936,-0.00410828,0.00467115,-0.748701,1.81127,0.00570764,-0.751083,1.81633,-0.0025676,-0.681649,2.0694,-0.00235411,-0.681677,2.07073,-0.0384987,6.5158,-14.5383,-0.0523044,6.48271,-14.4614,-0.101622,2.08294,-2.47059,-0.128965,2.07314,-2.51731,-0.282588,7.86777,-21,-0.345624,7.89832,-21,0.147176,0,-2.87663,0.132705,0,-2.9316
2081,2,-0.0656711,0.999677,0.212549,0.998154,0.00155135,-0.0607076,0.00131463,-1.03969,-0.0126451,1.15533,0.0303786,-3.81624,-0.00412565,0.00463287,-0.74218,1.79666,0.00565574,-0.744596,1.80181,-0.00265741,-0.679594,2.06697,-0.00247092,-0.679632,2.06825,-0.0380603,6.52429,-14.6639,-0.0515039,6.49053,-14.5863,-0.0779993,2.02736,-2.38491,-0.104663,2.01702,-2.43025,-0.280269,7.78311,-21,-0.342458,7.81408,-21,0.154056,0,-2.77603,0.141246,0,-2.82911
2082,2,-0.066713,0.999664,0.213702,0.998035,0.0015638,-0.0626208,0.00131462,-1.04413,-0.012661,1.15063,0.030114,-3.85116,-0.00416039,0.00459508,-0.735651,1.78194,0.00560458,-0.738101,1.78716,-0.00272479,-0.677593,2.06463,-0.00256464,-0.677642,2.06587,-0.0375122,6.53454,-14.7883,-0.0508088,6.50013,-14.71,-0.0567604,1.97351,-2.30218,-0.082771,1.96266,-2.34618,-0.277972,7.69835,-21,-0.339344,7.72975,-21,0.159445,0,-2.67892,0.148255,0,-2.73016
2083,2,-0.0677593,0.999651,0.21485,0.997912,0.00157606,-0.0645508,0.00131461,-1.04841,-0.0126754,1.1457,0.0297565,-3.88413,-0.00421203,0.00455789,-0.729111,1.76709,0.00555407,-0.731595,1.77239,-0.00277207,-0.675646,2.06237,-0.00263762,-0.675706,2.06356,-0.0368599,6.54654,-14.9116,-0.0502147,6.5115,-14.8326,-0.0378092,1.92135,-2.22231,-0.0631902,1.91006,-2.26501,-0.275705,7.61346,-21,-0.336275,7.64531,-21,0.163487,0,-2.58518,0.153878,0,-2.63463
2084,2,-0.0688097,0.999639,0.215993,0.997785,0.00158809,-0.0664964,0.00131461,-1.05255,-0.012688,1.14056,0.0293096,-3.91516,-0.0042801,0.00452141,-0.722557,1.75212,0.0055041,-0.725077,1.75749,-0.0028015,-0.67375,2.06018,-0.00269212,-0.673821,2.06133,-0.0361089,6.56028,-15.0338,-0.0497171,6.52464,-14.9541,-0.0210383,1.87089,-2.14521,-0.0458087,1.8592,-2.18664,-0.273474,7.52844,-21,-0.333244,7.56074,-21,0.166324,0,-2.49469,0.158257,0,-2.54241
2085,2,-0.0698643,0.999626,0.217131,0.997652,0.00159985,-0.0684568,0.00131461,-1.05653,-0.0126987,1.13518,0.0287767,-3.94426,-0.00436407,0.00448572,-0.715989,1.73702,0.00545459,-0.718545,1.74248,-0.00281518,-0.671903,2.05808,-0.00273028,-0.671987,2.05919,-0.0352645,6.57577,-15.1548,-0.0493118,6.53953,-15.0745,-0.00633129,1.82211,-2.07078,-0.0305065,1.81006,-2.11099,-0.271285,7.44324,-21,-0.330246,7.476,-21,0.16809,0,-2.40734,0.161527,0,-2.45337
2086,2,-0.0709227,0.999613,0.218263,0.997514,0.0016113,-0.070431,0.00131459,-1.06036,-0.0127076,1.12958,0.0281613,-3.97143,-0.00446338,0.00445093,-0.709405,1.72181,0.00540544,-0.711997,1.72735,-0.00281513,-0.670105,2.05604,-0.00275411,-0.6702,2.05711,-0.0343318,6.59299,-15.2748,-0.0489946,6.55618,-15.1939,0.00643456,1.775,-1.99895,-0.0171578,1.76263,-2.03798,-0.269143,7.35786,-21,-0.327275,7.39109,-21,0.168911,0,-2.32302,0.163817,0,-2.36742
