t,x,y,r,lhx,lhy,lk,rhx,rhy,rk,dx,dy,dr,dlhx,dlhy,dlk,drhx,drhy,drk,ulhx,ulhy,ulk,urhx,urhy,urk
0.020000000000000004,-0.00043334064318769207,0.1923031395695601,-0.002409917849456737,-0.004660599885536953,-1.0399616055451952,2.0806427808552614,0.004659885475442446,-1.0396383616515719,2.080028252539575,-0.04750743690866399,0.11454027386467704,0.025477115833294532,-0.2203438499288287,0.3000374624454863,-0.5704117131024649,0.2199009437447432,0.4373520675314526,-0.8314775475485828,-0.884761123204306,-0.6332364155692239,-2.7475151010993066,0.7756606116558639,-1.383850975939078,-9.361834623188754
0.022000000000000006,-0.0005522805188918497,0.1925074489126574,-0.0021964244964383563,-0.005061072635732553,-1.0395008422878858,2.0797667426168034,0.005057878040981454,-1.0387814889486122,2.078398934661115,-0.05218152469216607,0.10975178316759276,0.05639925447382292,-0.21330681757850198,0.2731468455575672,-0.5192989582851695,0.21249704002569597,0.43389282498225273,-0.824952965799146,-0.8562819430113675,-0.6555252447402603,-2.929936026967235,0.7637857149759325,-1.3819911651521768,-9.337485044942364
0.024000000000000007,-0.0006712203945960072,0.1927117582557547,-0.001982931143419976,-0.005461545385928153,-1.0390400790305763,2.0788907043783453,0.005455870606520462,-1.0379246162456526,2.0767696167826553,-0.05685561247566814,0.10496329247050848,0.0873213931143513,-0.2062697852281753,0.24625622866964803,-0.4681862034678742,0.20509313630664874,0.4304335824330528,-0.8184283840497093,-0.8278027628184291,-0.6778140739112967,-3.112356952835164,0.7519108182960013,-1.3801313543652756,-9.313135466695973
0.02600000000000001,-0.0007901602703001647,0.192916067598852,-0.0017694377904015953,-0.005862018136123754,-1.0385793157732666,2.0780146661398873,0.005853863172059471,-1.0370677435426927,2.075140298904195,-0.061529700259170206,0.10017480177342421,0.11824353175487969,-0.19923275287784858,0.21936561178172892,-0.4170734486505788,0.19768923258760152,0.4269743398838529,-0.8119038023002725,-0.7993235826254907,-0.700102903082333,-3.2947778787030924,0.7400359216160699,-1.3782715435783746,-9.288785888449581
0.02800000000000001,-0.0009091001460043223,0.1931203769419493,-0.0015559444373832148,-0.006262490886319354,-1.038118552515957,2.0771386279014292,0.006251855737598479,-1.036210870839733,2.073510981025735,-0.06620378804267228,0.09538631107633992,0.14916567039540807,-0.1921957205275219,0.19247499489380976,-0.36596069383328345,0.1902853288685543,0.42351509733465303,-0.8053792205508358,-0.7708444024325523,-0.7223917322533693,-3.477198804571021,0.7281610249361387,-1.3764117327914733,-9.264436310203191
0.030000000000000013,-0.00102804002170848,0.1933246862850466,-0.0013424510843648323,-0.006662963636514954,-1.0376577892586476,2.076262589662971,0.006649848303137487,-1.0353539981367734,2.071881663147275,-0.07087787582617434,0.09059782037925565,0.1800878090359364,-0.18515868817719522,0.16558437800589068,-0.3148479390159882,0.1828814251495071,0.42005585478545315,-0.7988546388013991,-0.742365222239614,-0.7446805614244056,-3.6596197304389495,0.7162861282562073,-1.374551922004572,-9.2400867319568
0.032000000000000015,-0.001190524172221965,0.19348573597584012,-0.0008625436535418006,-0.007019426491866982,-1.0374388510102646,2.075846272547436,0.0069986851618291145,-1.0345285015770624,2.0703115002987267,-0.07492563606163757,0.08669954579282514,0.2029246039786387,-0.1830116846121081,0.14390275532096095,-0.2736238758952613,0.18006841448544106,0.4172398606157561,-0.7935477488087123,-0.723982689274245,-0.7631141339315765,-3.8129806246635245,0.6952035697529876,-1.3721766014843728,-9.21109780460107
0.034000000000000016,-0.00135300832273545,0.19364678566663363,-0.0003826362227187689,-0.007375889347219009,-1.0372199127618815,2.075429955431901,0.007347522020520742,-1.0337030050173512,2.068741337450178,-0.07897339629710082,0.08280127120639463,0.22576139892134103,-0.18086468104702097,0.12222113263603124,-0.23239981277453453,0.177255403821375,0.414423866446059,-0.7882408588160255,-0.7056001563088762,-0.7815477064387473,-3.9663415188880995,0.674121011249768,-1.3698012809641733,-9.182108877245339
0.03600000000000002,-0.0015154924732489348,0.19380783535742716,9.727120810426267e-05,-0.007732352202571037,-1.0370009745134987,2.0750136383163653,0.007696358879212368,-1.0328775084576403,2.0671711746016297,-0.08302115653256403,0.07890299661996411,0.24859819386404333,-0.17871767748193385,0.10053950995110152,-0.1911757496538077,0.17444239315730897,0.4116078722763619,-0.7829339688233388,-0.6872176233435072,-0.7999812789459181,-4.119702413112674,0.6530384527465483,-1.367425960443974,-9.153119949889609
0.03800000000000002,-0.0016779766237624198,0.19396888504822066,0.0005771786389272943,-0.008088815057923065,-1.0367820362651157,2.07459732120083,0.008045195737903996,-1.032052011897929,2.065601011753081,-0.08706891676802728,0.0750047220335336,0.27143498880674566,-0.1765706739168467,0.07885788726617181,-0.14995168653308089,0.17162938249324292,0.40879187810666484,-0.777627078830652,-0.6688350903781384,-0.8184148514530889,-4.2730633073372495,0.6319558942433287,-1.3650506399237745,-9.124131022533879
0.04000000000000002,-0.0018404607742759053,0.1941299347390142,0.0010570860697503284,-0.008445277913275092,-1.0365630980167326,2.074181004085295,0.008394032596595623,-1.031226515338218,2.0640308489045327,-0.0911166770034905,0.07110644744710311,0.2942717837494479,-0.1744236703517596,0.057176264581242135,-0.10872762341235413,0.16881637182917691,0.40597588393696776,-0.7723201888379653,-0.6504525574127694,-0.8368484239602596,-4.426424201561823,0.6108733357401089,-1.3626753194035752,-9.095142095178149
0.04200000000000002,-0.002040629801432409,0.1942556448620501,0.0017353220568907925,-0.008796631737573399,-1.0365397044284013,2.0741365184500564,0.008729542267873173,-1.0304260639282665,2.0625078611208774,-0.09462026934661953,0.06790829404979244,0.3114251161606723,-0.17531305392800103,0.03958260271811136,-0.07527109919690994,0.16872746866974558,0.40377273218785464,-0.7681733340137229,-0.633146814635087,-0.8519930487877303,-4.554285456460058,0.5913762706737965,-1.3600281376577714,-9.06418851918066
0.044000000000000025,-0.0022407988285889128,0.19438135498508602,0.0024135580440312566,-0.009147985561871706,-1.03651631084007,2.074092032814818,0.009065051939150724,-1.029625612518315,2.0609848733372225,-0.09812386168974856,0.06471014065248179,0.3285784485718967,-0.17620243750424247,0.021988940854980578,-0.041814574981465735,0.16863856551031423,0.4015695804387415,-0.7640264791894805,-0.6158410718574047,-0.867137673615201,-4.6821467113582935,0.5718792056074842,-1.3573809559119676,-9.033234943183173
0.04600000000000003,-0.0024409678557454164,0.19450706510812196,0.0030917940311717207,-0.009499339386170012,-1.0364929172517385,2.0740475471795787,0.009400561610428274,-1.0288251611083634,2.059461885553567,-0.10162745403287758,0.061511987255171124,0.34573178098312113,-0.1770918210804839,0.004395278991849792,-0.008358050766021544,0.1685496623508829,0.39936642868962846,-0.7598796243652383,-0.5985353290797223,-0.8822822984426717,-4.810007966256529,0.5523821405411717,-1.3547337741661638,-9.002281367185685
0.04800000000000003,-0.00264113688290192,0.19463277523115788,0.003770030018312185,-0.009850693210468319,-1.0364695236634072,2.07400306154434,0.009736071281705824,-1.0280247096984119,2.0579388977699122,-0.10513104637600659,0.05831383385786047,0.3628851133943455,-0.17798120465672534,-0.01319838287128098,0.025098473449422648,0.16846075919145154,0.39716327694051534,-0.7557327695409959,-0.5812295863020399,-0.8974269232701423,-4.937869221154764,0.5328850754748593,-1.35208659242036,-8.971327791188196
0.05000000000000003,-0.002841305910058424,0.1947584853541938,0.004448266005452651,-0.010202047034766626,-1.0364461300750758,2.0739585759091015,0.010071580952983375,-1.0272242582884603,2.056415909986257,-0.10863463871913562,0.05511568046054982,0.38003844580556984,-0.1788705882329668,-0.030792044734411713,0.05855499766486676,0.16837185603202023,0.3949601251914023,-0.7515859147167536,-0.5639238435243575,-0.912571548097613,-5.065730476052999,0.513388010408547,-1.3494394106745562,-8.940374215190708
0.05200000000000003,-0.0030741296874767557,0.19485506125294458,0.005276736891619022,-0.010572394162240751,-1.0365820141872337,2.074216969780348,0.010414743329344656,-1.026443065800895,2.0549291359184725,-0.11167437608204317,0.05246445036433373,0.3931572532584801,-0.1816253349646954,-0.045182376319183336,0.08591793131626906,0.16983813633694628,0.39329751800421875,-0.7484636147922862,-0.5475402110569713,-0.9251140649658571,-5.17326011596913,0.495618929495562,-1.3465736559238266,-8.90808337640371
0.054000000000000034,-0.003306953464895087,0.19495163715169536,0.006105207777785393,-0.010942741289714876,-1.0367178982993916,2.0744753636515947,0.010757905705705938,-1.0256618733133296,2.0534423618506876,-0.11471411344495072,0.049813220268117644,0.40627606071139033,-0.184380081696424,-0.05957270790395496,0.11328086496767135,0.17130441664187235,0.3916349108170352,-0.7453413148678187,-0.531156578589585,-0.9376565818341013,-5.280789755885262,0.47784984858257706,-1.3437079011730968,-8.875792537616709
