t,x,y,r,bh,bt,fh,ft,dx,dy,dr,dbh,dbt,dfh,dft,ubh,ubt,ufh,uft
0.7690000000000006,0.4424130819190011,0.4684927467875276,-3.7498735233696125,-2.3849523197792695,2.757,-1.628197987255843,2.6508879542441597,0.9897316535372548,-0.756118681215033,-15.958401950345474,5.001780278887342,0.0007725351088019874,-6.994282696064892,-4.113416917486715,-0.8040169670093816,1.7109963323368274,-0.1892643894271857,0.48149350443315203
0.7700000000000006,0.443395268061595,0.467784669447249,-3.765807539376802,-2.380460401008974,2.757,-1.6357395003467894,2.647015838422574,0.9919199531244488,-0.7685076967330541,-15.965170849678076,5.132901268210419,0.0008812082989745607,-6.851719749617568,-4.179326096173715,-0.7927064615963285,1.7033441160896103,-0.1864196953282938,0.46675845761955526
0.7710000000000006,0.44438267305826745,0.4670392457572902,-3.7817593419279603,-2.375574239190494,2.757,-1.64285837728296,2.6429678682552047,0.9938750780796662,-0.7809001037393098,-15.971508218802516,5.2635827779945865,0.0008516145642837335,-6.710219397447227,-4.241192924817886,-0.781727357430171,1.695369046240455,-0.18379311221155906,0.4527622828025053
0.7720000000000006,0.4453842875297307,0.4661921384397897,-3.797759572245893,-2.369614664210736,2.757,-1.6488265345981792,2.638441096064308,0.9951953339611157,-0.7933017448160822,-15.976670652295079,5.39306770835053,0.0004455588029279315,-6.571612191236635,-4.292053568930825,-0.7716505658392652,1.6865149366540522,-0.1817603840783056,0.4407778490402363
0.7730000000000006,0.44638590200119393,0.46534503112228914,-3.8137598025638257,-2.3636550892309782,2.757,-1.6547946919133985,2.633914323873411,0.9965155898425652,-0.8057033858928546,-15.981833085787642,5.522552638706473,3.9503041572129505e-05,-6.433004985026043,-4.342914213043764,-0.7615737742483595,1.6776608270676494,-0.17972765594505216,0.42879341527796744
0.7740000000000006,0.44738751647265723,0.4644979238047886,-3.829760032881759,-2.3576955142512204,2.757,-1.6607628492286177,2.6293875516825143,0.9978358457240146,-0.818105026969627,-15.986995519280205,5.652037569062415,-0.0003665527197836727,-6.294397778815451,-4.393774857156703,-0.7514969826574537,1.6688067174812469,-0.17769492781179871,0.41680898151569845
0.7750000000000006,0.4483891309441205,0.463650816487288,-3.8457602631996917,-2.3517359392714625,2.757,-1.666731006543837,2.6248607794916174,0.9991561016054641,-0.8305066680463993,-15.992157952772768,5.781522499418358,-0.0007726084811394744,-6.155790572604859,-4.444635501269642,-0.741420191066548,1.6599526078948441,-0.17566219967854524,0.4048245477534296
0.7760000000000006,0.4493907454155837,0.46280370916978747,-3.8617604935176244,-2.3457763642917047,2.757,-1.6726991638590563,2.620334007300721,1.0004763574869135,-0.8429083091231717,-15.99732038626533,5.911007429774301,-0.0011786642424952767,-6.017183366394268,-4.495496145382581,-0.7313433994756422,1.6510984983084414,-0.1736294715452918,0.3928401139911606
0.7770000000000006,0.45039235988704696,0.46195660185228693,-3.877760723835557,-2.3398167893119464,2.757,-1.6786673211742755,2.6158072351098243,1.001796613368363,-0.855309950199944,-16.002482819757894,6.040492360130244,-0.0015847200038510787,-5.878576160183676,-4.54635678949552,-0.7212666078847364,1.6422443887220388,-0.17159674341203834,0.3808556802288917
0.7780000000000006,0.4513939743585102,0.4611094945347864,-3.89376095415349,-2.3338572143321885,2.757,-1.6846354784894952,2.6112804629189275,1.0031168692498125,-0.8677115912767164,-16.007645253250455,6.1699772904861865,-0.0019907757652068807,-5.739968953973085,-4.597217433608459,-0.7111898162938307,1.633390279135636,-0.1695640152787849,0.3688712464666227
